idRestaurant,InspectionDate,ViolationCode,ViolationDescription,CriticalFlag,Score,Grade
41636061,2013-03-22,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A
41636061,2013-03-22,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12.0,A
41636061,2013-03-22,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,12.0,A
41668932,2013-03-22,20F,Current letter grade card not posted.,Not Critical,,
41676581,2013-03-22,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,5.0,A
41688479,2013-03-22,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25.0,B
41688479,2013-03-22,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,25.0,B
41688479,2013-03-22,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25.0,B
41688479,2013-03-22,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,25.0,B
41691644,2013-03-22,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2.0,A
41704059,2013-03-22,,,Not Applicable,0.0,A
41711827,2013-03-22,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,5.0,
40399356,2013-03-23,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,A
40399356,2013-03-23,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11.0,A
41300025,2013-03-23,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,
41300025,2013-03-23,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,
41319308,2013-03-23,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13.0,A
41319308,2013-03-23,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A
41424312,2013-03-23,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,
41424312,2013-03-23,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,
41467668,2013-03-23,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,
41467668,2013-03-23,09B,Thawing procedures improper.,Not Critical,2.0,A
41668932,2013-03-23,,,Not Applicable,,
41706003,2013-03-23,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A
41706003,2013-03-23,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A
41710976,2013-03-23,02B,Hot food item not held at or above 140º F.,Critical,15.0,
41710976,2013-03-23,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,15.0,
41711827,2013-03-23,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,10.0,P
41711827,2013-03-23,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10.0,P
41711827,2013-03-23,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,P
41717443,2013-03-23,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,
41717443,2013-03-23,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,10.0,
41628423,2013-03-24,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,8.0,
40379566,2013-03-25,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,,
40379566,2013-03-25,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A
40379566,2013-03-25,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A
40379566,2013-03-25,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,11.0,A
40397189,2013-03-25,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12.0,A
40397189,2013-03-25,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A
40401583,2013-03-25,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A
40401583,2013-03-25,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,11.0,A
40403721,2013-03-25,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,14.0,
40403721,2013-03-25,02B,Hot food item not held at or above 140º F.,Critical,14.0,
40511645,2013-03-25,02B,Hot food item not held at or above 140º F.,Critical,9.0,A
40511645,2013-03-25,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9.0,A
40672460,2013-03-25,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9.0,A
40672460,2013-03-25,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A
40672460,2013-03-25,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,9.0,A
40803773,2013-03-25,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21.0,
40803773,2013-03-25,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,
40803773,2013-03-25,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,21.0,
40803773,2013-03-25,09C,Food contact surface not properly maintained.,Not Critical,21.0,
40803773,2013-03-25,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,21.0,
